[1013/153906.217:WARNING:process_reader_win.cc(156)] Thread 35740 should be suspended, but previous_suspend_count is 0
[1020/162937.741:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\combase.dll
[1020/162937.741:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe47740000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.742:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\bcryptPrimitives.dll
[1020/162937.742:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe4a950000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.742:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\OLEAUT32.dll
[1020/162937.742:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe49540000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.742:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\IMM32.DLL
[1020/162937.742:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe37920000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.742:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\msimg32.dll
[1020/162937.742:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe38d90000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.742:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\winspool.drv
[1020/162937.742:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe46e10000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.742:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\kernel.appcore.dll
[1020/162937.742:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe42f70000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.742:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\PROPSYS.dll
[1020/162937.742:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe49bf0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.742:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\shcore.dll
[1020/162937.742:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe46360000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.742:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\IPHLPAPI.DLL
[1020/162937.742:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe468f0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.742:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\bcrypt.dll
[1020/162937.742:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe49790000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.742:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\psapi.dll
[1020/162937.742:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe434e0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.743:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\wtsapi32.dll
[1020/162937.743:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe47f70000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.743:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\shell32.dll
[1020/162937.743:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe47550000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.743:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\cfgmgr32.dll
[1020/162937.743:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe477c0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.743:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\windows.storage.dll
[1020/162937.743:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe4a2d0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.743:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\shlwapi.dll
[1020/162937.743:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe46e90000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.743:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\profapi.dll
[1020/162937.743:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe46e40000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.743:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\powrprof.dll
[1020/162937.743:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe46e30000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.743:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\FLTLIB.DLL
[1020/162937.743:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe45eb0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.743:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\ntmarta.dll
[1020/162937.743:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe04a80000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.743:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Program Files (x86)\Google\Chrome\Application\86.0.4240.75\chrome.dll
[1020/162937.743:ERROR:process_memory_win.cc(73)] ReadMemory at 0x25300010000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.744:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\WS2_32.dll
[1020/162937.744:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe474f0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.744:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\WINTRUST.dll
[1020/162937.744:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe46df0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.744:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\MSASN1.dll
[1020/162937.744:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe472e0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.744:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\CRYPT32.dll
[1020/162937.744:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe32560000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.744:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\dbghelp.dll
[1020/162937.744:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe45060000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.744:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\WINMM.dll
[1020/162937.744:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe36880000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.744:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\UIAutomationCore.DLL
[1020/162937.744:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe365c0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.744:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\Secur32.dll
[1020/162937.744:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe46cf0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.744:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\USERENV.dll
[1020/162937.744:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe40a70000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.745:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\DWrite.dll
[1020/162937.745:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe407c0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.745:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\WINHTTP.dll
[1020/162937.745:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe427a0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.745:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\dhcpcsvc.DLL
[1020/162937.745:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe49780000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.745:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\NSI.dll
[1020/162937.745:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe45030000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.745:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\WINMMBASE.dll
[1020/162937.745:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe46d20000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.745:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\SSPICLI.DLL
[1020/162937.745:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe467e0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.745:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\CRYPTBASE.DLL
[1020/162937.745:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ff724d60000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.745:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
[1020/162937.746:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ff724d60000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.746:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
[1020/162937.746:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe4aaf0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.746:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\ntdll.dll
[1020/162937.746:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe4aaf0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.746:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\ntdll.dll
[1020/162937.746:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe4a830000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.747:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\KERNEL32.DLL
[1020/162937.747:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe4a830000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.747:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\KERNEL32.DLL
[1020/162937.747:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe46fb0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.747:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\KERNELBASE.dll
[1020/162937.747:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe46fb0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.747:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\KERNELBASE.dll
[1020/162937.747:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe15670000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.747:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Program Files (x86)\Google\Chrome\Application\86.0.4240.75\chrome_elf.dll
[1020/162937.747:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe15670000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.747:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Program Files (x86)\Google\Chrome\Application\86.0.4240.75\chrome_elf.dll
[1020/162937.747:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe3a0d0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.747:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\VERSION.dll
[1020/162937.748:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe3a0d0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.748:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\VERSION.dll
[1020/162937.748:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe49e80000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.748:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\msvcrt.dll
[1020/162937.748:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe49e80000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.748:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\msvcrt.dll
[1020/162937.748:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe2fb40000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.748:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\f_im.dll
[1020/162937.748:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe2fb40000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.748:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\f_im.dll
[1020/162937.748:ERROR:process_memory_win.cc(73)] ReadMemory at 0x61000000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.748:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Program Files\Fasoo DRM\f_sps.dll
[1020/162937.748:ERROR:process_memory_win.cc(73)] ReadMemory at 0x61000000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.748:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Program Files\Fasoo DRM\f_sps.dll
[1020/162937.748:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe49f30000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.748:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\USER32.dll
[1020/162937.748:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe49f30000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.748:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\USER32.dll
[1020/162937.748:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe474d0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.748:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\win32u.dll
[1020/162937.748:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe474d0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.749:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\win32u.dll
[1020/162937.749:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe49e50000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.749:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\GDI32.dll
[1020/162937.749:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe49e50000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.749:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\GDI32.dll
[1020/162937.749:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe475a0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.749:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\gdi32full.dll
[1020/162937.749:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe475a0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.749:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\gdi32full.dll
[1020/162937.749:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe47ed0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.749:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\msvcp_win.dll
[1020/162937.749:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe47ed0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.749:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\msvcp_win.dll
[1020/162937.749:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe46eb0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.749:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\ucrtbase.dll
[1020/162937.749:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe46eb0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.749:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\ucrtbase.dll
[1020/162937.749:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe496d0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.749:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\ADVAPI32.dll
[1020/162937.749:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe496d0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.749:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\ADVAPI32.dll
[1020/162937.749:ERROR:process_memory_win.cc(73)] ReadMemory at 0x2537b4f0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.750:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\sechost.dll
[1020/162937.750:ERROR:process_memory_win.cc(73)] ReadMemory at 0x2537b4f0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.750:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\sechost.dll
[1020/162937.750:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe49d20000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.750:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\RPCRT4.dll
[1020/162937.750:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe49d20000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.750:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\RPCRT4.dll
[1020/162937.750:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe49570000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.750:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\ole32.dll
[1020/162937.750:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe49570000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.750:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\ole32.dll
[1020/162937.750:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe4a410000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.750:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\combase.dll
[1020/162937.750:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe4a410000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.750:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\combase.dll
[1020/162937.750:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe47740000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.750:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\bcryptPrimitives.dll
[1020/162937.750:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe47740000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.750:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\bcryptPrimitives.dll
[1020/162937.750:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe4a950000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.750:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\OLEAUT32.dll
[1020/162937.750:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe4a950000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.750:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\OLEAUT32.dll
[1020/162937.750:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe49540000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.750:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\IMM32.DLL
[1020/162937.751:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe49540000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.751:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\IMM32.DLL
[1020/162937.751:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe37920000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.751:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\msimg32.dll
[1020/162937.751:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe37920000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.751:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\msimg32.dll
[1020/162937.751:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe38d90000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.751:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\winspool.drv
[1020/162937.751:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe38d90000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.751:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\winspool.drv
